RAAA#,Sex,AnimalID,Name,DOB,BrdCds,PROS,CED, BW, WW, YW, ADG, DMI, Milk, ME, HPG, CEM, STAY, Marb, YG, CW, REA, FAT, HB, GM
PM41,,N28 - N5243,HHOLL N28 - GMRA PATRIOT N5243,,,162,19,-4.8,64,101,0.23,0.57,31,-3,12,9,20,0.64,0.06,22,0.14,0.02,96,66
PM42,,N28 - N17,HHOLL N28 - HHOLL N17,,,161,17,-4.6,60,91,0.2,0.57,28,-4,13,9,20,0.7,-0.01,16,0.19,0.01,97,64
PM43,,N34 - 57,HHOLL N34 - BHR CENTERFIRE 57,,,136,15,-2.8,60,99,0.25,0.93,24,-5,13,8,18,0.56,-0.06,12,0.3,0.01,82,55
PM44,,N34 - N5243,HHOLL N34 - GMRA PATRIOT N5243,,,144,15,-2.8,61,101,0.25,0.83,25,-1,12,7,20,0.53,0.02,18,0.14,0.01,86,58
PM45,,N34 - N17,HHOLL N34 - HHOLL N17,,,143,13,-2.6,57,91,0.22,0.83,22,-2,13,7,19,0.6,-0.05,13,0.19,0,88,56
PM46,,N37 - 57,HHOLL N37 - BHR CENTERFIRE 57,,,140,15,-2.8,63,100,0.23,0.77,26,-7,13,8,19,0.5,-0.06,13,0.29,0.01,91,49
PM47,,N37 - N5243,HHOLL N37 - GMRA PATRIOT N5243,,,148,15,-2.8,64,102,0.24,0.67,27,-3,12,8,21,0.48,0.02,19,0.13,0.01,96,52
PM48,,N37 - N17,HHOLL N37 - HHOLL N17,,,147,14,-2.7,60,92,0.2,0.67,24,-4,12,7,21,0.54,-0.05,13,0.18,0,97,50
PM49,,N40 - 57,HHOLL N40 - BHR CENTERFIRE 57,,,116,18,-4.2,52,86,0.21,0.63,26,-7,11,9,15,0.57,-0.04,6,0.19,0.01,64,52
PM50,,N40 - N5243,HHOLL N40 - GMRA PATRIOT N5243,,,124,18,-4.1,53,88,0.22,0.54,28,-4,10,8,17,0.55,0.04,12,0.03,0.01,69,55
PM51,,N40 - N17,HHOLL N40 - HHOLL N17,,,123,16,-3.9,49,78,0.18,0.54,25,-5,11,8,17,0.62,-0.03,7,0.07,0,70,53
PM52,,N44 - 57,HHOLL N44 - BHR CENTERFIRE 57,,,142,13,-1.9,71,115,0.27,0.9,28,-4,12,7,17,0.6,-0.03,26,0.34,0,73,68
PM53,,N44 - N5243,HHOLL N44 - GMRA PATRIOT N5243,,,150,13,-1.8,73,117,0.28,0.81,30,0,11,6,19,0.58,0.05,31,0.18,0.01,78,71
PM54,,N44 - N17,HHOLL N44 - HHOLL N17,,,149,11,-1.7,68,107,0.24,0.81,27,-1,12,6,19,0.64,-0.02,26,0.22,-0.01,79,69
PM55,,N46B - 57,HHOLL N46B - BHR CENTERFIRE 57,,,146,13,-1.5,73,116,0.27,0.81,28,-7,12,7,18,0.5,-0.07,22,0.42,0.01,89,58
PM56,,N46B - N5243,HHOLL N46B - GMRA PATRIOT N5243,,,154,13,-1.5,75,118,0.27,0.71,29,-3,11,6,20,0.48,0.01,28,0.26,0.01,94,60
PM57,,N46B - N17,HHOLL N46B - HHOLL N17,,,153,11,-1.3,70,108,0.24,0.71,27,-4,12,6,20,0.54,-0.06,22,0.31,-0.01,95,58
PM58,,N53 - 57,HHOLL N53 - BHR CENTERFIRE 57,,,146,16,-4,66,104,0.23,0.75,30,-7,13,9,17,0.71,-0.02,15,0.29,0.02,83,63
PM59,,N53 - N5243,HHOLL N53 - GMRA PATRIOT N5243,,,154,16,-4,68,106,0.24,0.65,31,-3,12,8,19,0.69,0.05,21,0.13,0.02,88,66
PM60,,N53 - N17,HHOLL N53 - HHOLL N17,,,153,15,-3.8,63,96,0.2,0.65,29,-4,13,8,19,0.75,-0.02,16,0.18,0.01,89,64
PM61,,N55 - 57,HHOLL N55 - BHR CENTERFIRE 57,,,146,17,-3.5,67,104,0.23,0.78,31,-8,12,9,17,0.56,-0.1,18,0.41,0,88,58
PM62,,N55 - N5243,HHOLL N55 - GMRA PATRIOT N5243,,,154,17,-3.4,68,106,0.24,0.68,32,-4,11,9,20,0.54,-0.02,24,0.25,0,93,61
PM63,,N55 - N17,HHOLL N55 - HHOLL N17,,,153,15,-3.2,64,96,0.2,0.68,29,-5,12,8,19,0.61,-0.09,18,0.3,-0.01,94,59
PM64,,N57 - 57,HHOLL N57 - BHR CENTERFIRE 57,,,,14,-2.3,67,107,0.25,0.66,26,-6,11,7,16,,,,,,69,
PM65,,N57 - N5243,HHOLL N57 - GMRA PATRIOT N5243,,,,14,-2.2,68,110,0.26,0.56,28,-3,10,7,18,,,,,,74,
PM66,,N57 - N17,HHOLL N57 - HHOLL N17,,,,12,-2.1,64,99,0.22,0.56,25,-4,11,7,18,,,,,,75,
PM67,,N60 - 57,HHOLL N60 - BHR CENTERFIRE 57,,,129,18,-4.1,61,99,0.24,0.77,29,-5,11,9,15,0.59,-0.06,16,0.37,0.01,68,61
PM68,,N60 - N5243,HHOLL N60 - GMRA PATRIOT N5243,,,137,18,-4,62,102,0.25,0.68,31,-2,10,9,18,0.56,0.02,21,0.2,0.01,73,64
PM69,,N60 - N17,HHOLL N60 - HHOLL N17,,,136,16,-3.8,58,91,0.21,0.68,28,-3,11,8,17,0.63,-0.05,16,0.25,0,74,62
PM70,,N61 - 57,HHOLL N61 - BHR CENTERFIRE 57,,,141,15,-2.5,65,104,0.24,0.85,28,-5,12,8,19,0.5,-0.06,15,0.33,0.01,89,52
PM71,,N61 - N5243,HHOLL N61 - GMRA PATRIOT N5243,,,149,15,-2.5,66,106,0.25,0.75,29,-2,11,7,21,0.48,0.02,21,0.17,0.01,94,55
PM72,,N61 - N17,HHOLL N61 - HHOLL N17,,,148,13,-2.3,62,96,0.21,0.75,26,-3,12,7,21,0.55,-0.05,15,0.22,0,95,53
PM73,,N62 - 57,HHOLL N62 - BHR CENTERFIRE 57,,,124,17,-3.9,57,91,0.21,0.76,27,-7,12,9,16,0.57,-0.06,8,0.26,0.01,75,49
PM74,,N62 - N5243,HHOLL N62 - GMRA PATRIOT N5243,,,132,17,-3.9,59,93,0.22,0.66,28,-3,11,8,18,0.55,0.01,13,0.1,0.01,80,52
PM75,,N62 - N17,HHOLL N62 - HHOLL N17,,,131,15,-3.8,54,83,0.18,0.67,26,-4,12,8,18,0.62,-0.06,8,0.14,0,81,50
PM76,,N65 - 57,HHOLL N65 - BHR CENTERFIRE 57,,,147,19,-4.9,62,100,0.23,0.82,28,-7,13,10,16,0.75,-0.03,15,0.29,0.01,81,66
PM77,,N65 - N5243,HHOLL N65 - GMRA PATRIOT N5243,,,155,19,-4.9,64,102,0.24,0.72,30,-3,12,9,19,0.73,0.05,20,0.13,0.02,86,69
PM78,,N65 - N17,HHOLL N65 - HHOLL N17,,,154,17,-4.8,59,92,0.2,0.72,27,-4,13,9,18,0.79,-0.02,15,0.17,0,87,67
PM79,,N70 - 57,HHOLL N70 - BHR CENTERFIRE 57,,,140,17,-4.1,66,102,0.23,0.7,30,-8,11,9,16,0.62,-0.12,18,0.48,0,76,64
PM80,,N70 - N5243,HHOLL N70 - GMRA PATRIOT N5243,,,148,17,-4,68,105,0.23,0.61,32,-4,11,9,18,0.6,-0.04,24,0.32,0,81,67
PM81,,N70 - N17,HHOLL N70 - HHOLL N17,,,147,15,-3.8,63,94,0.2,0.61,29,-5,11,8,18,0.66,-0.11,19,0.37,-0.01,82,65
PM82,,N73 - 57,HHOLL N73 - BHR CENTERFIRE 57,,,139,15,-3,69,106,0.23,0.82,31,-8,12,8,17,0.6,-0.1,17,0.41,0,82,57
PM83,,N73 - N5243,HHOLL N73 - GMRA PATRIOT N5243,,,147,15,-2.9,71,109,0.24,0.72,32,-4,11,8,19,0.57,-0.02,22,0.25,0,87,60
PM84,,N73 - N17,HHOLL N73 - HHOLL N17,,,146,13,-2.8,66,98,0.2,0.72,30,-5,11,8,18,0.64,-0.09,17,0.3,-0.01,88,58
PM85,,N77 - 57,HHOLL N77 - BHR CENTERFIRE 57,,,134,18,-4.3,67,103,0.23,0.88,29,-7,12,9,17,0.56,-0.07,13,0.33,0.01,84,50
PM86,,N77 - N5243,HHOLL N77 - GMRA PATRIOT N5243,,,142,18,-4.2,68,105,0.23,0.78,30,-3,11,9,19,0.54,0.01,19,0.17,0.01,89,53
PM87,,N77 - N17,HHOLL N77 - HHOLL N17,,,141,17,-4.1,64,95,0.2,0.78,28,-4,12,9,19,0.61,-0.06,14,0.22,0,90,51
PM88,,N80 - 57,HHOLL N80 - BHR CENTERFIRE 57,,,127,17,-3.2,66,105,0.24,0.75,29,-6,11,8,15,0.61,-0.03,18,0.27,0.01,66,60
PM89,,N80 - N5243,HHOLL N80 - GMRA PATRIOT N5243,,,134,17,-3.2,68,107,0.25,0.65,30,-2,10,7,18,0.58,0.05,24,0.11,0.01,71,63
PM90,,N80 - N17,HHOLL N80 - HHOLL N17,,,133,15,-3,63,97,0.21,0.66,28,-3,11,7,17,0.65,-0.02,18,0.16,0,72,61
PM91,,N84 - 57,HHOLL N84 - BHR CENTERFIRE 57,,,132,18,-3.6,66,107,0.25,0.74,31,-5,11,9,15,0.59,-0.03,19,0.3,0.01,68,64
PM92,,N84 - N5243,HHOLL N84 - GMRA PATRIOT N5243,,,140,18,-3.5,67,109,0.26,0.64,32,-1,10,8,18,0.57,0.05,25,0.14,0.01,73,66
PM93,,N84 - N17,HHOLL N84 - HHOLL N17,,,139,16,-3.4,63,99,0.22,0.64,29,-2,11,8,17,0.63,-0.02,19,0.19,0,74,65
PM94,,N90 - 57,HHOLL N90 - BHR CENTERFIRE 57,,,127,17,-3.7,66,101,0.22,0.69,32,-8,12,8,16,0.55,-0.07,14,0.35,0.01,76,51
PM95,,N90 - N5243,HHOLL N90 - GMRA PATRIOT N5243,,,135,17,-3.6,67,103,0.22,0.59,33,-4,11,8,18,0.52,0.01,20,0.19,0.01,81,54
PM96,,N90 - N17,HHOLL N90 - HHOLL N17,,,134,15,-3.4,63,93,0.19,0.59,30,-5,11,8,18,0.59,-0.06,14,0.23,0,82,52
PM97,,N92 - 57,HHOLL N92 - BHR CENTERFIRE 57,,,126,18,-4.1,61,94,0.21,0.69,31,-8,12,9,15,0.61,-0.05,13,0.29,0.01,71,55
PM98,,N92 - N5243,HHOLL N92 - GMRA PATRIOT N5243,,,134,18,-4,63,97,0.21,0.59,32,-4,11,8,17,0.59,0.03,19,0.13,0.01,76,58
PM99,,N92 - N17,HHOLL N92 - HHOLL N17,,,133,16,-3.8,58,86,0.18,0.59,29,-5,12,8,17,0.65,-0.04,14,0.17,0,77,56
PM100,,N93 - 57,HHOLL N93 - BHR CENTERFIRE 57,,,132,14,-2.5,62,97,0.22,0.72,29,-6,11,7,16,0.6,-0.1,16,0.47,0.01,71,61
PM101,,N93 - N5243,HHOLL N93 - GMRA PATRIOT N5243,,,140,14,-2.4,63,100,0.23,0.62,30,-2,10,6,19,0.58,-0.02,21,0.31,0.01,76,64
PM102,,N93 - N17,HHOLL N93 - HHOLL N17,,,139,12,-2.2,59,90,0.19,0.62,27,-3,11,6,18,0.64,-0.09,16,0.36,0,77,62
PM103,,N94 - 57,HHOLL N94 - BHR CENTERFIRE 57,,,124,14,-2.2,65,104,0.25,0.7,29,-7,11,7,16,0.56,-0.04,12,0.27,0.01,70,54
PM104,,N94 - N5243,HHOLL N94 - GMRA PATRIOT N5243,,,132,14,-2.1,66,106,0.25,0.6,30,-3,10,7,18,0.54,0.04,18,0.11,0.01,75,57
PM105,,N94 - N17,HHOLL N94 - HHOLL N17,,,131,12,-2,62,96,0.21,0.6,28,-4,11,7,18,0.61,-0.03,13,0.16,0,76,55
PM106,,N96 - 57,HHOLL N96 - BHR CENTERFIRE 57,,,139,16,-3.7,67,107,0.25,0.88,29,-5,12,9,16,0.62,-0.03,22,0.3,0,74,65
PM107,,N96 - N5243,HHOLL N96 - GMRA PATRIOT N5243,,,147,16,-3.7,69,109,0.25,0.77,31,-1,11,8,18,0.6,0.05,28,0.14,0.01,79,68
PM108,,N96 - N17,HHOLL N96 - HHOLL N17,,,146,15,-3.5,64,99,0.22,0.78,28,-2,11,8,18,0.66,-0.02,23,0.19,-0.01,80,66
PM109,,N99 - 57,HHOLL N99 - BHR CENTERFIRE 57,,,125,17,-3.9,64,98,0.21,0.79,31,-8,12,9,16,0.59,-0.07,10,0.3,0.01,77,48
PM110,,N99 - N5243,HHOLL N99 - GMRA PATRIOT N5243,,,133,17,-3.9,65,100,0.22,0.69,33,-4,11,8,18,0.57,0.01,15,0.14,0.01,82,51
PM111,,N99 - N17,HHOLL N99 - HHOLL N17,,,132,15,-3.8,61,90,0.18,0.69,30,-5,12,8,18,0.63,-0.06,10,0.19,0,83,49
PM112,,N12 - 57,HHOLL N12 - BHR CENTERFIRE 57,,,132,14,-2.6,67,104,0.23,0.76,30,-8,11,8,15,0.63,-0.12,16,0.44,-0.01,71,61
PM113,,N12 - N5243,HHOLL N12 - GMRA PATRIOT N5243,,,140,14,-2.5,69,106,0.23,0.66,31,-4,10,7,17,0.61,-0.04,22,0.27,0,76,64
PM114,,N12 - N17,HHOLL N12 - HHOLL N17,,,139,12,-2.4,64,96,0.2,0.66,29,-5,11,7,17,0.67,-0.12,16,0.32,-0.02,77,62
PM115,,N41 - 57,HHOLL N41 - BHR CENTERFIRE 57,,,139,17,-3.8,64,99,0.22,0.72,31,-8,11,9,16,0.62,-0.09,18,0.37,0,77,62
PM116,,N41 - N5243,HHOLL N41 - GMRA PATRIOT N5243,,,147,17,-3.8,65,101,0.23,0.62,33,-4,10,8,18,0.6,-0.01,23,0.2,0,82,65
PM117,,N41 - N17,HHOLL N41 - HHOLL N17,,,146,15,-3.7,61,91,0.19,0.62,30,-5,11,8,18,0.66,-0.08,18,0.25,-0.01,83,63
PM118,,N45 - 57,HHOLL N45 - BHR CENTERFIRE 57,,,122,19,-4.7,61,98,0.23,0.68,29,-7,12,10,15,0.57,-0.04,13,0.29,0.01,66,56
PM119,,N45 - N5243,HHOLL N45 - GMRA PATRIOT N5243,,,130,19,-4.6,62,100,0.24,0.58,30,-3,11,9,17,0.55,0.04,19,0.13,0.02,71,59
PM120,,N45 - N17,HHOLL N45 - HHOLL N17,,,129,18,-4.5,58,90,0.2,0.58,28,-4,11,9,17,0.62,-0.03,14,0.18,0,72,57
